payout,miles,fuel_cost,net_profit,estimated_minutes,net_hourly_rate,net_dollars_per_mile,hourly_score,mileage_score,profit_score,final_score,flags
24.00,15.5,2.2733,21.7267,39.7000,32.8363,1.4017,10.0000,4.3448,10.0000,8.5862,LONG_DISTANCE_HIGH_SCORE
24.00,16.0,2.3467,21.6533,40.5000,32.0790,1.3533,10.0000,4.0222,10.0000,8.5056,LONG_DISTANCE_HIGH_SCORE
24.00,16.5,2.4200,21.5800,41.3000,31.3511,1.3079,10.0000,3.7192,10.0000,8.4298,LONG_DISTANCE_HIGH_SCORE
24.00,17.0,2.4933,21.5067,42.1000,30.6508,1.2651,10.0000,3.4340,10.0000,8.3585,LONG_DISTANCE_HIGH_SCORE
24.00,17.5,2.5667,21.4333,42.9000,29.9767,1.2248,9.9883,3.1651,10.0000,8.2843,LONG_DISTANCE_HIGH_SCORE
24.00,18.0,2.6400,21.3600,43.7000,29.3272,1.1867,9.6636,2.9111,10.0000,8.0259,LONG_DISTANCE_HIGH_SCORE
24.00,18.5,2.7133,21.2867,44.5000,28.7011,1.1506,9.3506,2.6709,10.0000,7.7781,
24.00,19.0,2.7867,21.2133,45.3000,28.0971,1.1165,9.0486,2.4433,10.0000,7.5400,
24.00,19.5,2.8600,21.1400,46.1000,27.5141,1.0841,8.7570,2.2274,10.0000,7.3111,
24.00,20.0,2.9333,21.0667,46.9000,26.9510,1.0533,8.4755,2.0222,10.0000,7.0908,
24.50,0.5,0.0733,24.4267,8.0000,183.2000,48.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,1.0,0.1467,24.3533,9.5000,153.8105,24.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,1.5,0.2200,24.2800,11.0000,132.4364,16.1867,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,2.0,0.2933,24.2067,12.5000,116.1920,12.1033,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,2.5,0.3667,24.1333,13.8000,104.9275,9.6533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,3.0,0.4400,24.0600,15.1000,95.6026,8.0200,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,3.5,0.5133,23.9867,16.4000,87.7561,6.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,4.0,0.5867,23.9133,17.7000,81.0621,5.9783,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,4.5,0.6600,23.8400,19.0000,75.2842,5.2978,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,5.0,0.7333,23.7667,20.3000,70.2463,4.7533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,5.5,0.8067,23.6933,21.4000,66.4299,4.3079,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,6.0,0.8800,23.6200,22.5000,62.9867,3.9367,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,6.5,0.9533,23.5467,23.6000,59.8644,3.6226,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,7.0,1.0267,23.4733,24.7000,57.0202,3.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,7.5,1.1000,23.4000,25.8000,54.4186,3.1200,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,8.0,1.1733,23.3267,26.9000,52.0297,2.9158,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,8.5,1.2467,23.2533,27.8000,50.1871,2.7357,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,9.0,1.3200,23.1800,28.7000,48.4599,2.5756,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,9.5,1.3933,23.1067,29.6000,46.8378,2.4323,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,10.0,1.4667,23.0333,30.5000,45.3115,2.3033,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
24.50,10.5,1.5400,22.9600,31.4000,43.8726,2.1867,10.0000,9.5778,10.0000,9.8944,
24.50,11.0,1.6133,22.8867,32.3000,42.5139,2.0806,10.0000,8.8707,10.0000,9.7177,
24.50,11.5,1.6867,22.8133,33.2000,41.2289,1.9838,10.0000,8.2251,10.0000,9.5563,
24.50,12.0,1.7600,22.7400,34.1000,40.0117,1.8950,10.0000,7.6333,10.0000,9.4083,
24.50,12.5,1.8333,22.6667,34.9000,38.9685,1.8133,10.0000,7.0889,10.0000,9.2722,
24.50,13.0,1.9067,22.5933,35.7000,37.9720,1.7379,10.0000,6.5863,10.0000,9.1466,
24.50,13.5,1.9800,22.5200,36.5000,37.0192,1.6681,10.0000,6.1210,10.0000,9.0302,
24.50,14.0,2.0533,22.4467,37.3000,36.1072,1.6033,10.0000,5.6889,10.0000,8.9222,
24.50,14.5,2.1267,22.3733,38.1000,35.2336,1.5430,10.0000,5.2866,10.0000,8.8216,
24.50,15.0,2.2000,22.3000,38.9000,34.3959,1.4867,10.0000,4.9111,10.0000,8.7278,LONG_DISTANCE_HIGH_SCORE
24.50,15.5,2.2733,22.2267,39.7000,33.5919,1.4340,10.0000,4.5599,10.0000,8.6400,LONG_DISTANCE_HIGH_SCORE
24.50,16.0,2.3467,22.1533,40.5000,32.8198,1.3846,10.0000,4.2306,10.0000,8.5576,LONG_DISTANCE_HIGH_SCORE
24.50,16.5,2.4200,22.0800,41.3000,32.0775,1.3382,10.0000,3.9212,10.0000,8.4803,LONG_DISTANCE_HIGH_SCORE
24.50,17.0,2.4933,22.0067,42.1000,31.3634,1.2945,10.0000,3.6301,10.0000,8.4075,LONG_DISTANCE_HIGH_SCORE
24.50,17.5,2.5667,21.9333,42.9000,30.6760,1.2533,10.0000,3.3556,10.0000,8.3389,LONG_DISTANCE_HIGH_SCORE
24.50,18.0,2.6400,21.8600,43.7000,30.0137,1.2144,10.0000,3.0963,10.0000,8.2741,LONG_DISTANCE_HIGH_SCORE
24.50,18.5,2.7133,21.7867,44.5000,29.3753,1.1777,9.6876,2.8511,10.0000,8.0253,LONG_DISTANCE_HIGH_SCORE
24.50,19.0,2.7867,21.7133,45.3000,28.7594,1.1428,9.3797,2.6187,10.0000,7.7825,
24.50,19.5,2.8600,21.6400,46.1000,28.1649,1.1097,9.0824,2.3983,10.0000,7.5490,
24.50,20.0,2.9333,21.5667,46.9000,27.5906,1.0783,8.7953,2.1889,10.0000,7.3244,
25.00,0.5,0.0733,24.9267,8.0000,186.9500,49.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,1.0,0.1467,24.8533,9.5000,156.9684,24.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,1.5,0.2200,24.7800,11.0000,135.1636,16.5200,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,2.0,0.2933,24.7067,12.5000,118.5920,12.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,2.5,0.3667,24.6333,13.8000,107.1014,9.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,3.0,0.4400,24.5600,15.1000,97.5894,8.1867,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,3.5,0.5133,24.4867,16.4000,89.5854,6.9962,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,4.0,0.5867,24.4133,17.7000,82.7571,6.1033,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,4.5,0.6600,24.3400,19.0000,76.8632,5.4089,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,5.0,0.7333,24.2667,20.3000,71.7241,4.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,5.5,0.8067,24.1933,21.4000,67.8318,4.3988,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,6.0,0.8800,24.1200,22.5000,64.3200,4.0200,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,6.5,0.9533,24.0467,23.6000,61.1356,3.6995,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,7.0,1.0267,23.9733,24.7000,58.2348,3.4248,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,7.5,1.1000,23.9000,25.8000,55.5814,3.1867,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,8.0,1.1733,23.8267,26.9000,53.1450,2.9783,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,8.5,1.2467,23.7533,27.8000,51.2662,2.7945,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,9.0,1.3200,23.6800,28.7000,49.5052,2.6311,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,9.5,1.3933,23.6067,29.6000,47.8514,2.4849,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,10.0,1.4667,23.5333,30.5000,46.2951,2.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.00,10.5,1.5400,23.4600,31.4000,44.8280,2.2343,10.0000,9.8952,10.0000,9.9738,SCORE_SATURATED_AT_10
25.00,11.0,1.6133,23.3867,32.3000,43.4427,2.1261,10.0000,9.1737,10.0000,9.7934,
25.00,11.5,1.6867,23.3133,33.2000,42.1325,2.0272,10.0000,8.5150,10.0000,9.6287,
25.00,12.0,1.7600,23.2400,34.1000,40.8915,1.9367,10.0000,7.9111,10.0000,9.4778,
25.00,12.5,1.8333,23.1667,34.9000,39.8281,1.8533,10.0000,7.3556,10.0000,9.3389,
25.00,13.0,1.9067,23.0933,35.7000,38.8123,1.7764,10.0000,6.8427,10.0000,9.2107,
25.00,13.5,1.9800,23.0200,36.5000,37.8411,1.7052,10.0000,6.3679,10.0000,9.0920,
25.00,14.0,2.0533,22.9467,37.3000,36.9115,1.6390,10.0000,5.9270,10.0000,8.9817,
25.00,14.5,2.1267,22.8733,38.1000,36.0210,1.5775,10.0000,5.5165,10.0000,8.8791,
25.00,15.0,2.2000,22.8000,38.9000,35.1671,1.5200,10.0000,5.1333,10.0000,8.7833,LONG_DISTANCE_HIGH_SCORE
25.00,15.5,2.2733,22.7267,39.7000,34.3476,1.4662,10.0000,4.7749,10.0000,8.6937,LONG_DISTANCE_HIGH_SCORE
25.00,16.0,2.3467,22.6533,40.5000,33.5605,1.4158,10.0000,4.4389,10.0000,8.6097,LONG_DISTANCE_HIGH_SCORE
25.00,16.5,2.4200,22.5800,41.3000,32.8039,1.3685,10.0000,4.1232,10.0000,8.5308,LONG_DISTANCE_HIGH_SCORE
25.00,17.0,2.4933,22.5067,42.1000,32.0760,1.3239,10.0000,3.8261,10.0000,8.4565,LONG_DISTANCE_HIGH_SCORE
25.00,17.5,2.5667,22.4333,42.9000,31.3753,1.2819,10.0000,3.5460,10.0000,8.3865,LONG_DISTANCE_HIGH_SCORE
25.00,18.0,2.6400,22.3600,43.7000,30.7002,1.2422,10.0000,3.2815,10.0000,8.3204,LONG_DISTANCE_HIGH_SCORE
25.00,18.5,2.7133,22.2867,44.5000,30.0494,1.2047,10.0000,3.0312,10.0000,8.2578,LONG_DISTANCE_HIGH_SCORE
25.00,19.0,2.7867,22.2133,45.3000,29.4216,1.1691,9.7108,2.7942,10.0000,8.0250,LONG_DISTANCE_HIGH_SCORE
25.00,19.5,2.8600,22.1400,46.1000,28.8156,1.1354,9.4078,2.5692,10.0000,7.7870,
25.00,20.0,2.9333,22.0667,46.9000,28.2303,1.1033,9.1151,2.3556,10.0000,7.5580,
25.50,0.5,0.0733,25.4267,8.0000,190.7000,50.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,1.0,0.1467,25.3533,9.5000,160.1263,25.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,1.5,0.2200,25.2800,11.0000,137.8909,16.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,2.0,0.2933,25.2067,12.5000,120.9920,12.6033,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,2.5,0.3667,25.1333,13.8000,109.2754,10.0533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,3.0,0.4400,25.0600,15.1000,99.5762,8.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,3.5,0.5133,24.9867,16.4000,91.4146,7.1390,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,4.0,0.5867,24.9133,17.7000,84.4520,6.2283,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,4.5,0.6600,24.8400,19.0000,78.4421,5.5200,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,5.0,0.7333,24.7667,20.3000,73.2020,4.9533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,5.5,0.8067,24.6933,21.4000,69.2336,4.4897,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,6.0,0.8800,24.6200,22.5000,65.6533,4.1033,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,6.5,0.9533,24.5467,23.6000,62.4068,3.7764,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,7.0,1.0267,24.4733,24.7000,59.4494,3.4962,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,7.5,1.1000,24.4000,25.8000,56.7442,3.2533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,8.0,1.1733,24.3267,26.9000,54.2602,3.0408,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,8.5,1.2467,24.2533,27.8000,52.3453,2.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,9.0,1.3200,24.1800,28.7000,50.5505,2.6867,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,9.5,1.3933,24.1067,29.6000,48.8649,2.5375,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,10.0,1.4667,24.0333,30.5000,47.2787,2.4033,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,10.5,1.5400,23.9600,31.4000,45.7834,2.2819,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
25.50,11.0,1.6133,23.8867,32.3000,44.3715,2.1715,10.0000,9.4768,10.0000,9.8692,
25.50,11.5,1.6867,23.8133,33.2000,43.0361,2.0707,10.0000,8.8048,10.0000,9.7012,
25.50,12.0,1.7600,23.7400,34.1000,41.7713,1.9783,10.0000,8.1889,10.0000,9.5472,
25.50,12.5,1.8333,23.6667,34.9000,40.6877,1.8933,10.0000,7.6222,10.0000,9.4056,
25.50,13.0,1.9067,23.5933,35.7000,39.6527,1.8149,10.0000,7.0991,10.0000,9.2748,
25.50,13.5,1.9800,23.5200,36.5000,38.6630,1.7422,10.0000,6.6148,10.0000,9.1537,
25.50,14.0,2.0533,23.4467,37.3000,37.7158,1.6748,10.0000,6.1651,10.0000,9.0413,
25.50,14.5,2.1267,23.3733,38.1000,36.8084,1.6120,10.0000,5.7464,10.0000,8.9366,
25.50,15.0,2.2000,23.3000,38.9000,35.9383,1.5533,10.0000,5.3556,10.0000,8.8389,LONG_DISTANCE_HIGH_SCORE
25.50,15.5,2.2733,23.2267,39.7000,35.1033,1.4985,10.0000,4.9900,10.0000,8.7475,LONG_DISTANCE_HIGH_SCORE
25.50,16.0,2.3467,23.1533,40.5000,34.3012,1.4471,10.0000,4.6472,10.0000,8.6618,LONG_DISTANCE_HIGH_SCORE
25.50,16.5,2.4200,23.0800,41.3000,33.5303,1.3988,10.0000,4.3253,10.0000,8.5813,LONG_DISTANCE_HIGH_SCORE
25.50,17.0,2.4933,23.0067,42.1000,32.7886,1.3533,10.0000,4.0222,10.0000,8.5056,LONG_DISTANCE_HIGH_SCORE
25.50,17.5,2.5667,22.9333,42.9000,32.0746,1.3105,10.0000,3.7365,10.0000,8.4341,LONG_DISTANCE_HIGH_SCORE
25.50,18.0,2.6400,22.8600,43.7000,31.3867,1.2700,10.0000,3.4667,10.0000,8.3667,LONG_DISTANCE_HIGH_SCORE
25.50,18.5,2.7133,22.7867,44.5000,30.7236,1.2317,10.0000,3.2114,10.0000,8.3029,LONG_DISTANCE_HIGH_SCORE
25.50,19.0,2.7867,22.7133,45.3000,30.0839,1.1954,10.0000,2.9696,10.0000,8.2424,LONG_DISTANCE_HIGH_SCORE
25.50,19.5,2.8600,22.6400,46.1000,29.4664,1.1610,9.7332,2.7402,10.0000,8.0250,LONG_DISTANCE_HIGH_SCORE
25.50,20.0,2.9333,22.5667,46.9000,28.8699,1.1283,9.4350,2.5222,10.0000,7.7915,
26.00,0.5,0.0733,25.9267,8.0000,194.4500,51.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,1.0,0.1467,25.8533,9.5000,163.2842,25.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,1.5,0.2200,25.7800,11.0000,140.6182,17.1867,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,2.0,0.2933,25.7067,12.5000,123.3920,12.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,2.5,0.3667,25.6333,13.8000,111.4493,10.2533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,3.0,0.4400,25.5600,15.1000,101.5629,8.5200,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,3.5,0.5133,25.4867,16.4000,93.2439,7.2819,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,4.0,0.5867,25.4133,17.7000,86.1469,6.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,4.5,0.6600,25.3400,19.0000,80.0211,5.6311,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,5.0,0.7333,25.2667,20.3000,74.6798,5.0533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,5.5,0.8067,25.1933,21.4000,70.6355,4.5806,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,6.0,0.8800,25.1200,22.5000,66.9867,4.1867,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,6.5,0.9533,25.0467,23.6000,63.6780,3.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,7.0,1.0267,24.9733,24.7000,60.6640,3.5676,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,7.5,1.1000,24.9000,25.8000,57.9070,3.3200,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,8.0,1.1733,24.8267,26.9000,55.3755,3.1033,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,8.5,1.2467,24.7533,27.8000,53.4245,2.9122,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,9.0,1.3200,24.6800,28.7000,51.5958,2.7422,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,9.5,1.3933,24.6067,29.6000,49.8784,2.5902,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,10.0,1.4667,24.5333,30.5000,48.2623,2.4533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,10.5,1.5400,24.4600,31.4000,46.7389,2.3295,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.00,11.0,1.6133,24.3867,32.3000,45.3003,2.2170,10.0000,9.7798,10.0000,9.9449,
26.00,11.5,1.6867,24.3133,33.2000,43.9398,2.1142,10.0000,9.0947,10.0000,9.7737,
26.00,12.0,1.7600,24.2400,34.1000,42.6510,2.0200,10.0000,8.4667,10.0000,9.6167,
26.00,12.5,1.8333,24.1667,34.9000,41.5473,1.9333,10.0000,7.8889,10.0000,9.4722,
26.00,13.0,1.9067,24.0933,35.7000,40.4930,1.8533,10.0000,7.3556,10.0000,9.3389,
26.00,13.5,1.9800,24.0200,36.5000,39.4849,1.7793,10.0000,6.8617,10.0000,9.2154,
26.00,14.0,2.0533,23.9467,37.3000,38.5201,1.7105,10.0000,6.4032,10.0000,9.1008,
26.00,14.5,2.1267,23.8733,38.1000,37.5958,1.6464,10.0000,5.9762,10.0000,8.9941,
26.00,15.0,2.2000,23.8000,38.9000,36.7095,1.5867,10.0000,5.5778,10.0000,8.8944,LONG_DISTANCE_HIGH_SCORE
26.00,15.5,2.2733,23.7267,39.7000,35.8589,1.5308,10.0000,5.2050,10.0000,8.8013,LONG_DISTANCE_HIGH_SCORE
26.00,16.0,2.3467,23.6533,40.5000,35.0420,1.4783,10.0000,4.8556,10.0000,8.7139,LONG_DISTANCE_HIGH_SCORE
26.00,16.5,2.4200,23.5800,41.3000,34.2567,1.4291,10.0000,4.5273,10.0000,8.6318,LONG_DISTANCE_HIGH_SCORE
26.00,17.0,2.4933,23.5067,42.1000,33.5012,1.3827,10.0000,4.2183,10.0000,8.5546,LONG_DISTANCE_HIGH_SCORE
26.00,17.5,2.5667,23.4333,42.9000,32.7739,1.3390,10.0000,3.9270,10.0000,8.4817,LONG_DISTANCE_HIGH_SCORE
26.00,18.0,2.6400,23.3600,43.7000,32.0732,1.2978,10.0000,3.6519,10.0000,8.4130,LONG_DISTANCE_HIGH_SCORE
26.00,18.5,2.7133,23.2867,44.5000,31.3978,1.2587,10.0000,3.3916,10.0000,8.3479,LONG_DISTANCE_HIGH_SCORE
26.00,19.0,2.7867,23.2133,45.3000,30.7461,1.2218,10.0000,3.1450,10.0000,8.2863,LONG_DISTANCE_HIGH_SCORE
26.00,19.5,2.8600,23.1400,46.1000,30.1171,1.1867,10.0000,2.9111,10.0000,8.2278,LONG_DISTANCE_HIGH_SCORE
26.00,20.0,2.9333,23.0667,46.9000,29.5096,1.1533,9.7548,2.6889,10.0000,8.0251,LONG_DISTANCE_HIGH_SCORE
26.50,0.5,0.0733,26.4267,8.0000,198.2000,52.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,1.0,0.1467,26.3533,9.5000,166.4421,26.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,1.5,0.2200,26.2800,11.0000,143.3455,17.5200,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,2.0,0.2933,26.2067,12.5000,125.7920,13.1033,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,2.5,0.3667,26.1333,13.8000,113.6232,10.4533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,3.0,0.4400,26.0600,15.1000,103.5497,8.6867,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,3.5,0.5133,25.9867,16.4000,95.0732,7.4248,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,4.0,0.5867,25.9133,17.7000,87.8418,6.4783,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,4.5,0.6600,25.8400,19.0000,81.6000,5.7422,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,5.0,0.7333,25.7667,20.3000,76.1576,5.1533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,5.5,0.8067,25.6933,21.4000,72.0374,4.6715,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,6.0,0.8800,25.6200,22.5000,68.3200,4.2700,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,6.5,0.9533,25.5467,23.6000,64.9492,3.9303,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,7.0,1.0267,25.4733,24.7000,61.8785,3.6390,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,7.5,1.1000,25.4000,25.8000,59.0698,3.3867,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,8.0,1.1733,25.3267,26.9000,56.4907,3.1658,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,8.5,1.2467,25.2533,27.8000,54.5036,2.9710,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,9.0,1.3200,25.1800,28.7000,52.6411,2.7978,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,9.5,1.3933,25.1067,29.6000,50.8919,2.6428,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,10.0,1.4667,25.0333,30.5000,49.2459,2.5033,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,10.5,1.5400,24.9600,31.4000,47.6943,2.3771,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,11.0,1.6133,24.8867,32.3000,46.2291,2.2624,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
26.50,11.5,1.6867,24.8133,33.2000,44.8434,2.1577,10.0000,9.3845,10.0000,9.8461,
26.50,12.0,1.7600,24.7400,34.1000,43.5308,2.0617,10.0000,8.7444,10.0000,9.6861,
26.50,12.5,1.8333,24.6667,34.9000,42.4069,1.9733,10.0000,8.1556,10.0000,9.5389,
26.50,13.0,1.9067,24.5933,35.7000,41.3333,1.8918,10.0000,7.6120,10.0000,9.4030,
26.50,13.5,1.9800,24.5200,36.5000,40.3068,1.8163,10.0000,7.1086,10.0000,9.2772,
26.50,14.0,2.0533,24.4467,37.3000,39.3244,1.7462,10.0000,6.6413,10.0000,9.1603,
26.50,14.5,2.1267,24.3733,38.1000,38.3832,1.6809,10.0000,6.2061,10.0000,9.0515,
26.50,15.0,2.2000,24.3000,38.9000,37.4807,1.6200,10.0000,5.8000,10.0000,8.9500,LONG_DISTANCE_HIGH_SCORE
26.50,15.5,2.2733,24.2267,39.7000,36.6146,1.5630,10.0000,5.4201,10.0000,8.8550,LONG_DISTANCE_HIGH_SCORE
26.50,16.0,2.3467,24.1533,40.5000,35.7827,1.5096,10.0000,5.0639,10.0000,8.7660,LONG_DISTANCE_HIGH_SCORE
26.50,16.5,2.4200,24.0800,41.3000,34.9831,1.4594,10.0000,4.7293,10.0000,8.6823,LONG_DISTANCE_HIGH_SCORE
26.50,17.0,2.4933,24.0067,42.1000,34.2138,1.4122,10.0000,4.4144,10.0000,8.6036,LONG_DISTANCE_HIGH_SCORE
26.50,17.5,2.5667,23.9333,42.9000,33.4732,1.3676,10.0000,4.1175,10.0000,8.5294,LONG_DISTANCE_HIGH_SCORE
26.50,18.0,2.6400,23.8600,43.7000,32.7597,1.3256,10.0000,3.8370,10.0000,8.4593,LONG_DISTANCE_HIGH_SCORE
26.50,18.5,2.7133,23.7867,44.5000,32.0719,1.2858,10.0000,3.5718,10.0000,8.3929,LONG_DISTANCE_HIGH_SCORE
26.50,19.0,2.7867,23.7133,45.3000,31.4084,1.2481,10.0000,3.3205,10.0000,8.3301,LONG_DISTANCE_HIGH_SCORE
