payout,miles,fuel_cost,net_profit,estimated_minutes,net_hourly_rate,net_dollars_per_mile,hourly_score,mileage_score,profit_score,final_score,flags
2.50,0.5,0.0733,2.4267,8.0000,18.2000,4.8533,4.1000,10.0000,0.5333,5.0400,
2.50,1.0,0.1467,2.3533,9.5000,14.8632,2.3533,2.4316,10.0000,0.4417,4.0252,
2.50,1.5,0.2200,2.2800,11.0000,12.4364,1.5200,1.2182,5.1333,0.3500,2.0667,
2.50,2.0,0.2933,2.2067,12.5000,10.5920,1.1033,0.2960,2.3556,0.2583,0.8052,
2.50,2.5,0.3667,2.1333,13.8000,9.2754,0.8533,0.0000,0.6889,0.1667,0.1972,
2.50,3.0,0.4400,2.0600,15.1000,8.1854,0.6867,0.0000,0.0000,0.0750,0.0113,
2.50,3.5,0.5133,1.9867,16.4000,7.2683,0.5676,0.0000,0.0000,0.0000,0.0000,
2.50,4.0,0.5867,1.9133,17.7000,6.4859,0.4783,0.0000,0.0000,0.0000,0.0000,
2.50,4.5,0.6600,1.8400,19.0000,5.8105,0.4089,0.0000,0.0000,0.0000,0.0000,
2.50,5.0,0.7333,1.7667,20.3000,5.2217,0.3533,0.0000,0.0000,0.0000,0.0000,
2.50,5.5,0.8067,1.6933,21.4000,4.7477,0.3079,0.0000,0.0000,0.0000,0.0000,
2.50,6.0,0.8800,1.6200,22.5000,4.3200,0.2700,0.0000,0.0000,0.0000,0.0000,
2.50,6.5,0.9533,1.5467,23.6000,3.9322,0.2379,0.0000,0.0000,0.0000,0.0000,
2.50,7.0,1.0267,1.4733,24.7000,3.5789,0.2105,0.0000,0.0000,0.0000,0.0000,
2.50,7.5,1.1000,1.4000,25.8000,3.2558,0.1867,0.0000,0.0000,0.0000,0.0000,
2.50,8.0,1.1733,1.3267,26.9000,2.9591,0.1658,0.0000,0.0000,0.0000,0.0000,
2.50,8.5,1.2467,1.2533,27.8000,2.7050,0.1475,0.0000,0.0000,0.0000,0.0000,
2.50,9.0,1.3200,1.1800,28.7000,2.4669,0.1311,0.0000,0.0000,0.0000,0.0000,
2.50,9.5,1.3933,1.1067,29.6000,2.2432,0.1165,0.0000,0.0000,0.0000,0.0000,
2.50,10.0,1.4667,1.0333,30.5000,2.0328,0.1033,0.0000,0.0000,0.0000,0.0000,
2.50,10.5,1.5400,0.9600,31.4000,1.8344,0.0914,0.0000,0.0000,0.0000,0.0000,
2.50,11.0,1.6133,0.8867,32.3000,1.6471,0.0806,0.0000,0.0000,0.0000,0.0000,
2.50,11.5,1.6867,0.8133,33.2000,1.4699,0.0707,0.0000,0.0000,0.0000,0.0000,
2.50,12.0,1.7600,0.7400,34.1000,1.3021,0.0617,0.0000,0.0000,0.0000,0.0000,
2.50,12.5,1.8333,0.6667,34.9000,1.1461,0.0533,0.0000,0.0000,0.0000,0.0000,
2.50,13.0,1.9067,0.5933,35.7000,0.9972,0.0456,0.0000,0.0000,0.0000,0.0000,
2.50,13.5,1.9800,0.5200,36.5000,0.8548,0.0385,0.0000,0.0000,0.0000,0.0000,
2.50,14.0,2.0533,0.4467,37.3000,0.7185,0.0319,0.0000,0.0000,0.0000,0.0000,
2.50,14.5,2.1267,0.3733,38.1000,0.5879,0.0257,0.0000,0.0000,0.0000,0.0000,
2.50,15.0,2.2000,0.3000,38.9000,0.4627,0.0200,0.0000,0.0000,0.0000,0.0000,
2.50,15.5,2.2733,0.2267,39.7000,0.3426,0.0146,0.0000,0.0000,0.0000,0.0000,
2.50,16.0,2.3467,0.1533,40.5000,0.2272,0.0096,0.0000,0.0000,0.0000,0.0000,
2.50,16.5,2.4200,0.0800,41.3000,0.1162,0.0048,0.0000,0.0000,0.0000,0.0000,
2.50,17.0,2.4933,0.0067,42.1000,0.0095,0.0004,0.0000,0.0000,0.0000,0.0000,
2.50,17.5,2.5667,-0.0667,42.9000,-0.0932,-0.0038,0.0000,0.0000,0.0000,0.0000,
2.50,18.0,2.6400,-0.1400,43.7000,-0.1922,-0.0078,0.0000,0.0000,0.0000,0.0000,
2.50,18.5,2.7133,-0.2133,44.5000,-0.2876,-0.0115,0.0000,0.0000,0.0000,0.0000,
2.50,19.0,2.7867,-0.2867,45.3000,-0.3797,-0.0151,0.0000,0.0000,0.0000,0.0000,
2.50,19.5,2.8600,-0.3600,46.1000,-0.4685,-0.0185,0.0000,0.0000,0.0000,0.0000,
2.50,20.0,2.9333,-0.4333,46.9000,-0.5544,-0.0217,0.0000,0.0000,0.0000,0.0000,
3.00,0.5,0.0733,2.9267,8.0000,21.9500,5.8533,5.9750,10.0000,1.1583,6.2587,
3.00,1.0,0.1467,2.8533,9.5000,18.0211,2.8533,4.0105,10.0000,1.0667,5.0663,
3.00,1.5,0.2200,2.7800,11.0000,15.1636,1.8533,2.5818,7.3556,0.9750,3.5342,
3.00,2.0,0.2933,2.7067,12.5000,12.9920,1.3533,1.4960,4.0222,0.8833,2.0357,
3.00,2.5,0.3667,2.6333,13.8000,11.4493,1.0533,0.7246,2.0222,0.7917,1.0591,
3.00,3.0,0.4400,2.5600,15.1000,10.1722,0.8533,0.0861,0.6889,0.7000,0.3289,
3.00,3.5,0.5133,2.4867,16.4000,9.0976,0.7105,0.0000,0.0000,0.6083,0.0912,
3.00,4.0,0.5867,2.4133,17.7000,8.1808,0.6033,0.0000,0.0000,0.5167,0.0775,
3.00,4.5,0.6600,2.3400,19.0000,7.3895,0.5200,0.0000,0.0000,0.4250,0.0637,
3.00,5.0,0.7333,2.2667,20.3000,6.6995,0.4533,0.0000,0.0000,0.3333,0.0500,
3.00,5.5,0.8067,2.1933,21.4000,6.1495,0.3988,0.0000,0.0000,0.2417,0.0363,
3.00,6.0,0.8800,2.1200,22.5000,5.6533,0.3533,0.0000,0.0000,0.1500,0.0225,
3.00,6.5,0.9533,2.0467,23.6000,5.2034,0.3149,0.0000,0.0000,0.0583,0.0087,
3.00,7.0,1.0267,1.9733,24.7000,4.7935,0.2819,0.0000,0.0000,0.0000,0.0000,
3.00,7.5,1.1000,1.9000,25.8000,4.4186,0.2533,0.0000,0.0000,0.0000,0.0000,
3.00,8.0,1.1733,1.8267,26.9000,4.0743,0.2283,0.0000,0.0000,0.0000,0.0000,
3.00,8.5,1.2467,1.7533,27.8000,3.7842,0.2063,0.0000,0.0000,0.0000,0.0000,
3.00,9.0,1.3200,1.6800,28.7000,3.5122,0.1867,0.0000,0.0000,0.0000,0.0000,
3.00,9.5,1.3933,1.6067,29.6000,3.2568,0.1691,0.0000,0.0000,0.0000,0.0000,
3.00,10.0,1.4667,1.5333,30.5000,3.0164,0.1533,0.0000,0.0000,0.0000,0.0000,
3.00,10.5,1.5400,1.4600,31.4000,2.7898,0.1390,0.0000,0.0000,0.0000,0.0000,
3.00,11.0,1.6133,1.3867,32.3000,2.5759,0.1261,0.0000,0.0000,0.0000,0.0000,
3.00,11.5,1.6867,1.3133,33.2000,2.3735,0.1142,0.0000,0.0000,0.0000,0.0000,
3.00,12.0,1.7600,1.2400,34.1000,2.1818,0.1033,0.0000,0.0000,0.0000,0.0000,
3.00,12.5,1.8333,1.1667,34.9000,2.0057,0.0933,0.0000,0.0000,0.0000,0.0000,
3.00,13.0,1.9067,1.0933,35.7000,1.8375,0.0841,0.0000,0.0000,0.0000,0.0000,
3.00,13.5,1.9800,1.0200,36.5000,1.6767,0.0756,0.0000,0.0000,0.0000,0.0000,
3.00,14.0,2.0533,0.9467,37.3000,1.5228,0.0676,0.0000,0.0000,0.0000,0.0000,
3.00,14.5,2.1267,0.8733,38.1000,1.3753,0.0602,0.0000,0.0000,0.0000,0.0000,
3.00,15.0,2.2000,0.8000,38.9000,1.2339,0.0533,0.0000,0.0000,0.0000,0.0000,
3.00,15.5,2.2733,0.7267,39.7000,1.0982,0.0469,0.0000,0.0000,0.0000,0.0000,
3.00,16.0,2.3467,0.6533,40.5000,0.9679,0.0408,0.0000,0.0000,0.0000,0.0000,
3.00,16.5,2.4200,0.5800,41.3000,0.8426,0.0352,0.0000,0.0000,0.0000,0.0000,
3.00,17.0,2.4933,0.5067,42.1000,0.7221,0.0298,0.0000,0.0000,0.0000,0.0000,
3.00,17.5,2.5667,0.4333,42.9000,0.6061,0.0248,0.0000,0.0000,0.0000,0.0000,
3.00,18.0,2.6400,0.3600,43.7000,0.4943,0.0200,0.0000,0.0000,0.0000,0.0000,
3.00,18.5,2.7133,0.2867,44.5000,0.3865,0.0155,0.0000,0.0000,0.0000,0.0000,
3.00,19.0,2.7867,0.2133,45.3000,0.2826,0.0112,0.0000,0.0000,0.0000,0.0000,
3.00,19.5,2.8600,0.1400,46.1000,0.1822,0.0072,0.0000,0.0000,0.0000,0.0000,
3.00,20.0,2.9333,0.0667,46.9000,0.0853,0.0033,0.0000,0.0000,0.0000,0.0000,
3.50,0.5,0.0733,3.4267,8.0000,25.7000,6.8533,7.8500,10.0000,1.7833,7.4775,
3.50,1.0,0.1467,3.3533,9.5000,21.1789,3.3533,5.5895,10.0000,1.6917,6.1074,
3.50,1.5,0.2200,3.2800,11.0000,17.8909,2.1867,3.9455,9.5778,1.6000,5.0017,
3.50,2.0,0.2933,3.2067,12.5000,15.3920,1.6033,2.6960,5.6889,1.5083,3.2661,
3.50,2.5,0.3667,3.1333,13.8000,13.6232,1.2533,1.8116,3.3556,1.4167,2.1383,
3.50,3.0,0.4400,3.0600,15.1000,12.1589,1.0200,1.0795,1.8000,1.3250,1.2964,
3.50,3.5,0.5133,2.9867,16.4000,10.9268,0.8533,0.4634,0.6889,1.2333,0.6353,
3.50,4.0,0.5867,2.9133,17.7000,9.8757,0.7283,0.0000,0.0000,1.1417,0.1712,
3.50,4.5,0.6600,2.8400,19.0000,8.9684,0.6311,0.0000,0.0000,1.0500,0.1575,
3.50,5.0,0.7333,2.7667,20.3000,8.1773,0.5533,0.0000,0.0000,0.9583,0.1438,
3.50,5.5,0.8067,2.6933,21.4000,7.5514,0.4897,0.0000,0.0000,0.8667,0.1300,
3.50,6.0,0.8800,2.6200,22.5000,6.9867,0.4367,0.0000,0.0000,0.7750,0.1163,
3.50,6.5,0.9533,2.5467,23.6000,6.4746,0.3918,0.0000,0.0000,0.6833,0.1025,
3.50,7.0,1.0267,2.4733,24.7000,6.0081,0.3533,0.0000,0.0000,0.5917,0.0887,
3.50,7.5,1.1000,2.4000,25.8000,5.5814,0.3200,0.0000,0.0000,0.5000,0.0750,
3.50,8.0,1.1733,2.3267,26.9000,5.1896,0.2908,0.0000,0.0000,0.4083,0.0613,
3.50,8.5,1.2467,2.2533,27.8000,4.8633,0.2651,0.0000,0.0000,0.3167,0.0475,
3.50,9.0,1.3200,2.1800,28.7000,4.5575,0.2422,0.0000,0.0000,0.2250,0.0337,
3.50,9.5,1.3933,2.1067,29.6000,4.2703,0.2218,0.0000,0.0000,0.1333,0.0200,
3.50,10.0,1.4667,2.0333,30.5000,4.0000,0.2033,0.0000,0.0000,0.0417,0.0062,
3.50,10.5,1.5400,1.9600,31.4000,3.7452,0.1867,0.0000,0.0000,0.0000,0.0000,
3.50,11.0,1.6133,1.8867,32.3000,3.5046,0.1715,0.0000,0.0000,0.0000,0.0000,
3.50,11.5,1.6867,1.8133,33.2000,3.2771,0.1577,0.0000,0.0000,0.0000,0.0000,
3.50,12.0,1.7600,1.7400,34.1000,3.0616,0.1450,0.0000,0.0000,0.0000,0.0000,
3.50,12.5,1.8333,1.6667,34.9000,2.8653,0.1333,0.0000,0.0000,0.0000,0.0000,
3.50,13.0,1.9067,1.5933,35.7000,2.6779,0.1226,0.0000,0.0000,0.0000,0.0000,
3.50,13.5,1.9800,1.5200,36.5000,2.4986,0.1126,0.0000,0.0000,0.0000,0.0000,
3.50,14.0,2.0533,1.4467,37.3000,2.3271,0.1033,0.0000,0.0000,0.0000,0.0000,
3.50,14.5,2.1267,1.3733,38.1000,2.1627,0.0947,0.0000,0.0000,0.0000,0.0000,
3.50,15.0,2.2000,1.3000,38.9000,2.0051,0.0867,0.0000,0.0000,0.0000,0.0000,
3.50,15.5,2.2733,1.2267,39.7000,1.8539,0.0791,0.0000,0.0000,0.0000,0.0000,
3.50,16.0,2.3467,1.1533,40.5000,1.7086,0.0721,0.0000,0.0000,0.0000,0.0000,
3.50,16.5,2.4200,1.0800,41.3000,1.5690,0.0655,0.0000,0.0000,0.0000,0.0000,
3.50,17.0,2.4933,1.0067,42.1000,1.4347,0.0592,0.0000,0.0000,0.0000,0.0000,
3.50,17.5,2.5667,0.9333,42.9000,1.3054,0.0533,0.0000,0.0000,0.0000,0.0000,
3.50,18.0,2.6400,0.8600,43.7000,1.1808,0.0478,0.0000,0.0000,0.0000,0.0000,
3.50,18.5,2.7133,0.7867,44.5000,1.0607,0.0425,0.0000,0.0000,0.0000,0.0000,
3.50,19.0,2.7867,0.7133,45.3000,0.9448,0.0375,0.0000,0.0000,0.0000,0.0000,
3.50,19.5,2.8600,0.6400,46.1000,0.8330,0.0328,0.0000,0.0000,0.0000,0.0000,
3.50,20.0,2.9333,0.5667,46.9000,0.7249,0.0283,0.0000,0.0000,0.0000,0.0000,
4.00,0.5,0.0733,3.9267,8.0000,29.4500,7.8533,9.7250,10.0000,2.4083,8.6963,LOW_PAYOUT_HIGH_SCORE
4.00,1.0,0.1467,3.8533,9.5000,24.3368,3.8533,7.1684,10.0000,2.3167,7.1486,
4.00,1.5,0.2200,3.7800,11.0000,20.6182,2.5200,5.3091,10.0000,2.2250,6.0192,
4.00,2.0,0.2933,3.7067,12.5000,17.7920,1.8533,3.8960,7.3556,2.1333,4.4965,
4.00,2.5,0.3667,3.6333,13.8000,15.7971,1.4533,2.8986,4.6889,2.0417,3.2176,
4.00,3.0,0.4400,3.5600,15.1000,14.1457,1.1867,2.0728,2.9111,1.9500,2.2640,
4.00,3.5,0.5133,3.4867,16.4000,12.7561,0.9962,1.3780,1.6413,1.8583,1.5159,
4.00,4.0,0.5867,3.4133,17.7000,11.5706,0.8533,0.7853,0.6889,1.7667,0.9084,
4.00,4.5,0.6600,3.3400,19.0000,10.5474,0.7422,0.2737,0.0000,1.6750,0.4155,
4.00,5.0,0.7333,3.2667,20.3000,9.6552,0.6533,0.0000,0.0000,1.5833,0.2375,
4.00,5.5,0.8067,3.1933,21.4000,8.9533,0.5806,0.0000,0.0000,1.4917,0.2238,
4.00,6.0,0.8800,3.1200,22.5000,8.3200,0.5200,0.0000,0.0000,1.4000,0.2100,
4.00,6.5,0.9533,3.0467,23.6000,7.7458,0.4687,0.0000,0.0000,1.3083,0.1962,
4.00,7.0,1.0267,2.9733,24.7000,7.2227,0.4248,0.0000,0.0000,1.2167,0.1825,
4.00,7.5,1.1000,2.9000,25.8000,6.7442,0.3867,0.0000,0.0000,1.1250,0.1687,
4.00,8.0,1.1733,2.8267,26.9000,6.3048,0.3533,0.0000,0.0000,1.0333,0.1550,
4.00,8.5,1.2467,2.7533,27.8000,5.9424,0.3239,0.0000,0.0000,0.9417,0.1412,
4.00,9.0,1.3200,2.6800,28.7000,5.6028,0.2978,0.0000,0.0000,0.8500,0.1275,
4.00,9.5,1.3933,2.6067,29.6000,5.2838,0.2744,0.0000,0.0000,0.7583,0.1137,
4.00,10.0,1.4667,2.5333,30.5000,4.9836,0.2533,0.0000,0.0000,0.6667,0.1000,
4.00,10.5,1.5400,2.4600,31.4000,4.7006,0.2343,0.0000,0.0000,0.5750,0.0863,
4.00,11.0,1.6133,2.3867,32.3000,4.4334,0.2170,0.0000,0.0000,0.4833,0.0725,
4.00,11.5,1.6867,2.3133,33.2000,4.1807,0.2012,0.0000,0.0000,0.3917,0.0587,
4.00,12.0,1.7600,2.2400,34.1000,3.9413,0.1867,0.0000,0.0000,0.3000,0.0450,
4.00,12.5,1.8333,2.1667,34.9000,3.7249,0.1733,0.0000,0.0000,0.2083,0.0312,
4.00,13.0,1.9067,2.0933,35.7000,3.5182,0.1610,0.0000,0.0000,0.1167,0.0175,
4.00,13.5,1.9800,2.0200,36.5000,3.3205,0.1496,0.0000,0.0000,0.0250,0.0037,
4.00,14.0,2.0533,1.9467,37.3000,3.1314,0.1390,0.0000,0.0000,0.0000,0.0000,
4.00,14.5,2.1267,1.8733,38.1000,2.9501,0.1292,0.0000,0.0000,0.0000,0.0000,
4.00,15.0,2.2000,1.8000,38.9000,2.7763,0.1200,0.0000,0.0000,0.0000,0.0000,
4.00,15.5,2.2733,1.7267,39.7000,2.6096,0.1114,0.0000,0.0000,0.0000,0.0000,
4.00,16.0,2.3467,1.6533,40.5000,2.4494,0.1033,0.0000,0.0000,0.0000,0.0000,
4.00,16.5,2.4200,1.5800,41.3000,2.2954,0.0958,0.0000,0.0000,0.0000,0.0000,
4.00,17.0,2.4933,1.5067,42.1000,2.1473,0.0886,0.0000,0.0000,0.0000,0.0000,
4.00,17.5,2.5667,1.4333,42.9000,2.0047,0.0819,0.0000,0.0000,0.0000,0.0000,
4.00,18.0,2.6400,1.3600,43.7000,1.8673,0.0756,0.0000,0.0000,0.0000,0.0000,
4.00,18.5,2.7133,1.2867,44.5000,1.7348,0.0695,0.0000,0.0000,0.0000,0.0000,
4.00,19.0,2.7867,1.2133,45.3000,1.6071,0.0639,0.0000,0.0000,0.0000,0.0000,
4.00,19.5,2.8600,1.1400,46.1000,1.4837,0.0585,0.0000,0.0000,0.0000,0.0000,
4.00,20.0,2.9333,1.0667,46.9000,1.3646,0.0533,0.0000,0.0000,0.0000,0.0000,
4.50,0.5,0.0733,4.4267,8.0000,33.2000,8.8533,10.0000,10.0000,3.0333,8.9550,LOW_PAYOUT_HIGH_SCORE
4.50,1.0,0.1467,4.3533,9.5000,27.4947,4.3533,8.7474,10.0000,2.9417,8.1897,LOW_PAYOUT_HIGH_SCORE
4.50,1.5,0.2200,4.2800,11.0000,23.3455,2.8533,6.6727,10.0000,2.8500,6.9311,
4.50,2.0,0.2933,4.2067,12.5000,20.1920,2.1033,5.0960,9.0222,2.7583,5.7269,
4.50,2.5,0.3667,4.1333,13.8000,17.9710,1.6533,3.9855,6.0222,2.6667,4.2969,
4.50,3.0,0.4400,4.0600,15.1000,16.1325,1.3533,3.0662,4.0222,2.5750,3.2315,
4.50,3.5,0.5133,3.9867,16.4000,14.5854,1.1390,2.2927,2.5937,2.4833,2.3965,
4.50,4.0,0.5867,3.9133,17.7000,13.2655,0.9783,1.6328,1.5222,2.3917,1.7190,
4.50,4.5,0.6600,3.8400,19.0000,12.1263,0.8533,1.0632,0.6889,2.3000,1.1551,
4.50,5.0,0.7333,3.7667,20.3000,11.1330,0.7533,0.5665,0.0222,2.2083,0.6767,
4.50,5.5,0.8067,3.6933,21.4000,10.3551,0.6715,0.1776,0.0000,2.1167,0.4240,
4.50,6.0,0.8800,3.6200,22.5000,9.6533,0.6033,0.0000,0.0000,2.0250,0.3038,
4.50,6.5,0.9533,3.5467,23.6000,9.0169,0.5456,0.0000,0.0000,1.9333,0.2900,
4.50,7.0,1.0267,3.4733,24.7000,8.4372,0.4962,0.0000,0.0000,1.8417,0.2762,
4.50,7.5,1.1000,3.4000,25.8000,7.9070,0.4533,0.0000,0.0000,1.7500,0.2625,
4.50,8.0,1.1733,3.3267,26.9000,7.4201,0.4158,0.0000,0.0000,1.6583,0.2487,
4.50,8.5,1.2467,3.2533,27.8000,7.0216,0.3827,0.0000,0.0000,1.5667,0.2350,
4.50,9.0,1.3200,3.1800,28.7000,6.6481,0.3533,0.0000,0.0000,1.4750,0.2212,
4.50,9.5,1.3933,3.1067,29.6000,6.2973,0.3270,0.0000,0.0000,1.3833,0.2075,
4.50,10.0,1.4667,3.0333,30.5000,5.9672,0.3033,0.0000,0.0000,1.2917,0.1937,
4.50,10.5,1.5400,2.9600,31.4000,5.6561,0.2819,0.0000,0.0000,1.2000,0.1800,
4.50,11.0,1.6133,2.8867,32.3000,5.3622,0.2624,0.0000,0.0000,1.1083,0.1663,
4.50,11.5,1.6867,2.8133,33.2000,5.0843,0.2446,0.0000,0.0000,1.0167,0.1525,
4.50,12.0,1.7600,2.7400,34.1000,4.8211,0.2283,0.0000,0.0000,0.9250,0.1387,
4.50,12.5,1.8333,2.6667,34.9000,4.5845,0.2133,0.0000,0.0000,0.8333,0.1250,
4.50,13.0,1.9067,2.5933,35.7000,4.3585,0.1995,0.0000,0.0000,0.7417,0.1112,
4.50,13.5,1.9800,2.5200,36.5000,4.1425,0.1867,0.0000,0.0000,0.6500,0.0975,
4.50,14.0,2.0533,2.4467,37.3000,3.9357,0.1748,0.0000,0.0000,0.5583,0.0837,
4.50,14.5,2.1267,2.3733,38.1000,3.7375,0.1637,0.0000,0.0000,0.4667,0.0700,
4.50,15.0,2.2000,2.3000,38.9000,3.5476,0.1533,0.0000,0.0000,0.3750,0.0562,
4.50,15.5,2.2733,2.2267,39.7000,3.3652,0.1437,0.0000,0.0000,0.2833,0.0425,
4.50,16.0,2.3467,2.1533,40.5000,3.1901,0.1346,0.0000,0.0000,0.1917,0.0287,
4.50,16.5,2.4200,2.0800,41.3000,3.0218,0.1261,0.0000,0.0000,0.1000,0.0150,
4.50,17.0,2.4933,2.0067,42.1000,2.8599,0.1180,0.0000,0.0000,0.0083,0.0012,
4.50,17.5,2.5667,1.9333,42.9000,2.7040,0.1105,0.0000,0.0000,0.0000,0.0000,
4.50,18.0,2.6400,1.8600,43.7000,2.5538,0.1033,0.0000,0.0000,0.0000,0.0000,
4.50,18.5,2.7133,1.7867,44.5000,2.4090,0.0966,0.0000,0.0000,0.0000,0.0000,
4.50,19.0,2.7867,1.7133,45.3000,2.2693,0.0902,0.0000,0.0000,0.0000,0.0000,
4.50,19.5,2.8600,1.6400,46.1000,2.1345,0.0841,0.0000,0.0000,0.0000,0.0000,
4.50,20.0,2.9333,1.5667,46.9000,2.0043,0.0783,0.0000,0.0000,0.0000,0.0000,
5.00,0.5,0.0733,4.9267,8.0000,36.9500,9.8533,10.0000,10.0000,3.6583,9.0488,
5.00,1.0,0.1467,4.8533,9.5000,30.6526,4.8533,10.0000,10.0000,3.5667,9.0350,
5.00,1.5,0.2200,4.7800,11.0000,26.0727,3.1867,8.0364,10.0000,3.4750,7.8431,
5.00,2.0,0.2933,4.7067,12.5000,22.5920,2.3533,6.2960,10.0000,3.3833,6.7851,
5.00,2.5,0.3667,4.6333,13.8000,20.1449,1.8533,5.0725,7.3556,3.2917,5.3761,
5.00,3.0,0.4400,4.5600,15.1000,18.1192,1.5200,4.0596,5.1333,3.2000,4.1991,
5.00,3.5,0.5133,4.4867,16.4000,16.4146,1.2819,3.2073,3.5460,3.1083,3.2771,
5.00,4.0,0.5867,4.4133,17.7000,14.9605,1.1033,2.4802,2.3556,3.0167,2.5295,
5.00,4.5,0.6600,4.3400,19.0000,13.7053,0.9644,1.8526,1.4296,2.9250,1.9077,
5.00,5.0,0.7333,4.2667,20.3000,12.6108,0.8533,1.3054,0.6889,2.8333,1.3805,
5.00,5.5,0.8067,4.1933,21.4000,11.7570,0.7624,0.8785,0.0828,2.7417,0.9591,
5.00,6.0,0.8800,4.1200,22.5000,10.9867,0.6867,0.4933,0.0000,2.6500,0.6935,
5.00,6.5,0.9533,4.0467,23.6000,10.2881,0.6226,0.1441,0.0000,2.5583,0.4702,
5.00,7.0,1.0267,3.9733,24.7000,9.6518,0.5676,0.0000,0.0000,2.4667,0.3700,
5.00,7.5,1.1000,3.9000,25.8000,9.0698,0.5200,0.0000,0.0000,2.3750,0.3563,
5.00,8.0,1.1733,3.8267,26.9000,8.5353,0.4783,0.0000,0.0000,2.2833,0.3425,
5.00,8.5,1.2467,3.7533,27.8000,8.1007,0.4416,0.0000,0.0000,2.1917,0.3287,
5.00,9.0,1.3200,3.6800,28.7000,7.6934,0.4089,0.0000,0.0000,2.1000,0.3150,
5.00,9.5,1.3933,3.6067,29.6000,7.3108,0.3796,0.0000,0.0000,2.0083,0.3012,
5.00,10.0,1.4667,3.5333,30.5000,6.9508,0.3533,0.0000,0.0000,1.9167,0.2875,
5.00,10.5,1.5400,3.4600,31.4000,6.6115,0.3295,0.0000,0.0000,1.8250,0.2738,
5.00,11.0,1.6133,3.3867,32.3000,6.2910,0.3079,0.0000,0.0000,1.7333,0.2600,
5.00,11.5,1.6867,3.3133,33.2000,5.9880,0.2881,0.0000,0.0000,1.6417,0.2462,
5.00,12.0,1.7600,3.2400,34.1000,5.7009,0.2700,0.0000,0.0000,1.5500,0.2325,
5.00,12.5,1.8333,3.1667,34.9000,5.4441,0.2533,0.0000,0.0000,1.4583,0.2187,
5.00,13.0,1.9067,3.0933,35.7000,5.1989,0.2379,0.0000,0.0000,1.3667,0.2050,
5.00,13.5,1.9800,3.0200,36.5000,4.9644,0.2237,0.0000,0.0000,1.2750,0.1912,
5.00,14.0,2.0533,2.9467,37.3000,4.7399,0.2105,0.0000,0.0000,1.1833,0.1775,
5.00,14.5,2.1267,2.8733,38.1000,4.5249,0.1982,0.0000,0.0000,1.0917,0.1637,
5.00,15.0,2.2000,2.8000,38.9000,4.3188,0.1867,0.0000,0.0000,1.0000,0.1500,
5.00,15.5,2.2733,2.7267,39.7000,4.1209,0.1759,0.0000,0.0000,0.9083,0.1362,
5.00,16.0,2.3467,2.6533,40.5000,3.9309,0.1658,0.0000,0.0000,0.8167,0.1225,
5.00,16.5,2.4200,2.5800,41.3000,3.7482,0.1564,0.0000,0.0000,0.7250,0.1087,
5.00,17.0,2.4933,2.5067,42.1000,3.5724,0.1475,0.0000,0.0000,0.6333,0.0950,
5.00,17.5,2.5667,2.4333,42.9000,3.4033,0.1390,0.0000,0.0000,0.5417,0.0812,
5.00,18.0,2.6400,2.3600,43.7000,3.2403,0.1311,0.0000,0.0000,0.4500,0.0675,
5.00,18.5,2.7133,2.2867,44.5000,3.0831,0.1236,0.0000,0.0000,0.3583,0.0537,
5.00,19.0,2.7867,2.2133,45.3000,2.9316,0.1165,0.0000,0.0000,0.2667,0.0400,
5.00,19.5,2.8600,2.1400,46.1000,2.7852,0.1097,0.0000,0.0000,0.1750,0.0262,
5.00,20.0,2.9333,2.0667,46.9000,2.6439,0.1033,0.0000,0.0000,0.0833,0.0125,
5.50,0.5,0.0733,5.4267,8.0000,40.7000,10.8533,10.0000,10.0000,4.2833,9.1425,
5.50,1.0,0.1467,5.3533,9.5000,33.8105,5.3533,10.0000,10.0000,4.1917,9.1288,
5.50,1.5,0.2200,5.2800,11.0000,28.8000,3.5200,9.4000,10.0000,4.1000,8.7550,
5.50,2.0,0.2933,5.2067,12.5000,24.9920,2.6033,7.4960,10.0000,4.0083,7.5989,
5.50,2.5,0.3667,5.1333,13.8000,22.3188,2.0533,6.1594,8.6889,3.9167,6.4554,
5.50,3.0,0.4400,5.0600,15.1000,20.1060,1.6867,5.0530,6.2444,3.8250,5.1666,
5.50,3.5,0.5133,4.9867,16.4000,18.2439,1.4248,4.1220,4.4984,3.7333,4.1578,
5.50,4.0,0.5867,4.9133,17.7000,16.6554,1.2283,3.3277,3.1889,3.6417,3.3401,
5.50,4.5,0.6600,4.8400,19.0000,15.2842,1.0756,2.6421,2.1704,3.5500,2.6604,
5.50,5.0,0.7333,4.7667,20.3000,14.0887,0.9533,2.0443,1.3556,3.4583,2.0842,
5.50,5.5,0.8067,4.6933,21.4000,13.1589,0.8533,1.5794,0.6889,3.3667,1.6249,
5.50,6.0,0.8800,4.6200,22.5000,12.3200,0.7700,1.1600,0.1333,3.2750,1.2206,
5.50,6.5,0.9533,4.5467,23.6000,11.5593,0.6995,0.7797,0.0000,3.1833,0.9453,
5.50,7.0,1.0267,4.4733,24.7000,10.8664,0.6390,0.4332,0.0000,3.0917,0.7237,
5.50,7.5,1.1000,4.4000,25.8000,10.2326,0.5867,0.1163,0.0000,3.0000,0.5198,
5.50,8.0,1.1733,4.3267,26.9000,9.6506,0.5408,0.0000,0.0000,2.9083,0.4362,
